Id|OrderNo|BranchId|BranchName|IsAgency|PoIndex|PoName|PoIndexNo
1250|1250|106|6 SAYLI PF|0|Az1069|BAKI-69|1069
1251|1251|106|6 SAYLI PF|0|Az1072|BAKI-72|1072
1252|1252|106|6 SAYLI PF|0|Az1075|BAKI-75|1075
1253|1253|106|6 SAYLI PF|0|Az1098|BAKI-98|1098
1254|1254|106|6 SAYLI PF|0|Az1107|BAKI-107|1107
1255|1255|106|6 SAYLI PF|0|Az1108|BAKI-108|1108
1256|1256|106|6 SAYLI PF|0|Az1110|BAKI-110|1110
1257|1257|106|6 SAYLI PF|0|Az1113|BAKI-113|1113
1258|1258|106|6 SAYLI PF|0|Az1114|BAKI-114|1114
1259|1259|106|6 SAYLI PF|0|Az1115|BAKI-115|1115
1260|1260|106|6 SAYLI PF|0|Az1116|BAKI-116|1116
1261|1261|106|6 SAYLI PF|0|Az1124|BAKI-124|1124
1262|1262|106|6 SAYLI PF|0|Az1130|BAKI-130|1130
1263|1263|106|6 SAYLI PF|0|Az1135|BAKI-135|1135
1264|1264|106|6 SAYLI PF|0|Az1147|BAKI-147|1147
1265|1265|106|6 SAYLI PF|1|Az1072||1072
1266|1266|106|6 SAYLI PF|1|Az1116||1116
